Date,account_entry,Particulars,Vch  Type,Vch  No.,Debit,Credit
2018-06-02,Dr,Travelling  Expenses,Payment,65.0,0.0,40000.0
2018-06-04,Cr,INTSOL  CONSULTANTS  PRIVATE  LIMITED,Receipt,38.0,60480.0,0.0
2018-06-05,Cr,KnowledgeWorks  IT  Consulting  Pvt.  Ltd,Receipt,39.0,36180.0,0.0
2018-06-07,Dr,TDS  on  Salary  (192),Payment,66.0,0.0,104236.0
2018-06-07,Dr,Apartment  EMI,Payment,67.0,0.0,25000.0
2018-06-11,Dr,Telephone  and  Internet  Expenses,Payment,68.0,0.0,37500.0
2018-06-11,Dr,Office  Expenses,Payment,69.0,0.0,25000.0
2018-06-12,Dr,Venkatramana  Sambari,Payment,70.0,0.0,75339.0
2018-06-12,Dr,Dawn  Associates,Payment,71.0,0.0,18900.0
2018-06-12,Cr,Data  Semantics  Private  Limited,Receipt,40.0,200000.0,0.0
2018-06-13,Dr,Sridhar    New  Office  Rent,Payment,72.0,0.0,115250.0
2018-06-14,Cr,Collabera  Technologies  Private  Limited,Receipt,41.0,1627847.63,0.0
2018-06-14,Dr,Samruddhi  Facility  Management  &  Services,Payment,73.0,0.0,33123.0
2018-06-14,Dr,Employee  Contribution  to  Provident  Fund,Payment,74.0,0.0,344451.0
2018-06-14,Dr,Employee  Contribution  to  ESI,Payment,75.0,0.0,38368.0
2018-06-15,Dr,Electricity  /  Water  &  Utility  Charges,Payment,76.0,0.0,8796.0
2018-06-15,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,77.0,0.0,59243.0
2018-06-18,Dr,Credit  Card  Payout,Payment,78.0,0.0,27500.0
2018-06-18,Cr,INTSOL  CONSULTANTS  PRIVATE  LIMITED,Receipt,42.0,43200.0,0.0
2018-06-18,Dr,Electronic  Cash  Ledger,Payment,79.0,0.0,500000.0
2018-06-19,Dr,Electricity  /  Water  &  Utility  Charges,Payment,80.0,0.0,26141.0
2018-06-19,Dr,Electronic  Cash  Ledger,Payment,81.0,0.0,151019.0
2018-06-19,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,43.0,263025.74,0.0
2018-06-20,Dr,Travelling  Expenses,Payment,82.0,0.0,35000.0
2018-06-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,83.0,0.0,1106.0
2018-06-20,Dr,Travelling  Expenses,Payment,84.0,0.0,30000.0
2018-06-20,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,44.0,1086619.0,0.0
2018-06-21,Dr,Telephone  and  Internet  Expenses,Payment,85.0,0.0,2000.0
2018-06-21,Dr,Electricity  /  Water  &  Utility  Charges,Payment,86.0,0.0,1116.0
2018-06-21,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,45.0,68040.0,0.0
2018-06-22,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,46.0,212039.0,0.0
2018-06-24,Dr,Subscription  Charges,Payment,87.0,0.0,300.0
2018-06-25,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,47.0,57484.08,0.0
2018-06-26,Dr,General  Drawings,Payment,88.0,0.0,25000.0
2018-06-28,Dr,Credit  Card  Payout,Payment,89.0,0.0,45000.0
2018-06-29,Dr,Naukri.Com,Payment,90.0,0.0,49500.0
2018-06-30,Dr,General  Drawings,Payment,91.0,0.0,30000.0
2018-06-30,Dr,Office  Expenses,Payment,92.0,0.0,929.0
2018-06-30,Dr,Interest  on  Overdraft,Payment,93.0,0.0,5106.0
2018-07-01,Dr,Unsecured  Kotak  Loan,Payment,94.0,0.0,75613.0
2018-07-02,Dr,Adamma  Technologies  Ltd,Payment,95.0,0.0,14177.0
2018-07-03,Dr,Salary  Payable,Payment,96.0,0.0,2015045.0
2018-07-03,Cr,KnowledgeWorks  IT  Consulting  Pvt.  Ltd,Receipt,48.0,18090.0,0.0
2018-07-03,Dr,Office  Expenses,Payment,97.0,0.0,21600.0
2018-07-05,Dr,Salary  Payable,Payment,98.0,0.0,98757.0
2018-07-06,Dr,Salary  Payable,Payment,99.0,0.0,60000.0
2018-07-06,Cr,Capital  -  Rajesh  Kumar  (Aroha  A/c),Receipt,49.0,25000.0,0.0
2018-07-06,Cr,Data  Semantics  Private  Limited,Receipt,50.0,180000.0,0.0
2018-07-06,Dr,Subscription  Charges,Payment,100.0,0.0,735.0
2018-07-06,Dr,Sridhar    New  Office  Rent,Payment,101.0,0.0,25000.0
2018-07-07,Dr,Sridhar    New  Office  Rent,Payment,102.0,0.0,75000.0
2018-07-09,Cr,General  Drawings,Receipt,51.0,100000.0,0.0
2018-07-09,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,52.0,61719.8,0.0
2018-07-10,Dr,Salary  Payable,Payment,103.0,0.0,415951.0
2018-07-10,Cr,Capital  -  Rajesh  Kumar  (Aroha  A/c),Receipt,53.0,50000.0,0.0
2018-07-10,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,54.0,97200.0,0.0
2018-07-10,Cr,Millennium  Info  Tech  Inc,Receipt,55.0,677467.55,0.0
2018-07-10,Dr,Sridhar    New  Office  Rent,Payment,104.0,0.0,15250.0
2018-07-10,Dr,Foreign  Exchange  Gain/Loss,Payment,105.0,0.0,699.72
2018-07-10,Dr,Apartment  EMI,Payment,106.0,0.0,35000.0
2018-07-11,Dr,General  Drawings,Payment,107.0,0.0,35000.0
2018-07-12,Dr,Telephone  and  Internet  Expenses,Payment,108.0,0.0,33296.0
2018-07-12,Dr,Telephone  and  Internet  Expenses,Payment,109.0,0.0,6750.0
2018-07-12,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,56.0,417889.3,0.0
2018-07-13,Dr,General  Drawings,Payment,110.0,0.0,88630.0
2018-07-13,Cr,Disys  India  Pvt.Ltd,Receipt,57.0,64800.0,0.0
2018-07-13,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,58.0,443271.37,0.0
2018-07-13,Dr,Salary  Payable,Payment,111.0,0.0,52217.0
2018-07-13,Dr,Employers  Contribution  to  ESI  Payable,Payment,112.0,0.0,44183.0
2018-07-13,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,59.0,181409.0,0.0
2018-07-14,Dr,Employee  Contribution  to  Provident  Fund,Payment,113.0,0.0,347724.0
2018-07-16,Dr,Credit  Card  Payout,Payment,114.0,0.0,30000.0
2018-07-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,115.0,0.0,4654.0
2018-07-16,Dr,Samruddhi  Facility  Management  &  Services,Payment,116.0,0.0,33123.0
2018-07-16,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,117.0,0.0,59243.0
2018-07-16,Dr,Office  Expenses,Payment,118.0,0.0,30000.0
2018-07-16,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,60.0,951480.0,0.0
2018-07-16,Dr,Utkrusht  Software  Technologies  Pvt  Ltd,Payment,119.0,0.0,35640.0
2018-07-16,Cr,KnowledgeWorks  IT  Consulting  Pvt.  Ltd,Receipt,61.0,18090.0,0.0
2018-07-17,Dr,Telephone  and  Internet  Expenses,Payment,120.0,0.0,1000.0
2018-07-18,Dr,Travelling  Expenses,Payment,121.0,0.0,29500.0
2018-07-18,Dr,Telephone  and  Internet  Expenses,Payment,122.0,0.0,1115.0
2018-07-18,Dr,Rates  &  Taxes,Payment,123.0,0.0,17657.0
2018-07-19,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,62.0,17458.0,0.0
2018-07-19,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,63.0,154510.0,0.0
2018-07-19,Dr,General  Drawings,Payment,124.0,0.0,20000.0
2018-07-20,Dr,Electronic  Cash  Ledger,Payment,125.0,0.0,500000.0
2018-07-20,Cr,Capital  First  Ltd,Receipt,64.0,1465794.0,0.0
2018-07-20,Dr,Telephone  and  Internet  Expenses,Payment,126.0,0.0,5000.0
2018-07-21,Dr,Electronic  Cash  Ledger,Payment,127.0,0.0,262691.0
2018-07-21,Dr,General  Drawings,Payment,128.0,0.0,100000.0
2018-07-21,Dr,General  Drawings,Payment,129.0,0.0,9900.0
2018-07-23,Dr,TDS  U/s  194C,Payment,130.0,0.0,89765.0
2018-07-23,Dr,March31st  Consulting  LLP,Payment,131.0,0.0,99900.0
2018-07-23,Dr,Telephone  and  Internet  Expenses,Payment,132.0,0.0,2182.0
2018-07-23,Cr,INTSOL  CONSULTANTS  PRIVATE  LIMITED,Receipt,65.0,129600.0,0.0
2018-07-25,Dr,General  Drawings,Payment,133.0,0.0,40000.0
2018-07-26,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,66.0,59400.0,0.0
2018-07-26,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,67.0,97200.0,0.0
2018-07-27,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,68.0,127155.0,0.0
2018-07-30,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,69.0,57483.68,0.0
2018-07-31,Cr,Disys  India  Pvt.Ltd,Receipt,70.0,912.0,0.0
2018-07-31,Dr,Monster.Com  India  Pvt  Ltd,Payment,134.0,0.0,31050.0
2018-07-31,Dr,Interest  on  Overdraft,Payment,135.0,0.0,4665.0
2018-08-01,Dr,Unsecured  Kotak  Loan,Payment,136.0,0.0,75613.0
2018-08-01,Cr,Collabera  Technologies  Private  Limited,Receipt,71.0,1913016.3,0.0
2018-08-02,Cr,Data  Semantics  Private  Limited,Receipt,72.0,200000.0,0.0
2018-08-03,Dr,Telephone  and  Internet  Expenses,Payment,137.0,0.0,40000.0
2018-08-03,Cr,Tibil  Computer  Solutions  Pvt  Ltd,Receipt,73.0,58529.0,0.0
2018-08-04,Dr,General  Drawings,Payment,138.0,0.0,48000.0
2018-08-04,Dr,TDS  on  Salary  (192),Payment,139.0,0.0,111575.0
2018-08-04,Dr,Subscription  Charges,Payment,140.0,0.0,800.0
2018-08-06,Dr,Sridhar    New  Office  Rent,Payment,141.0,0.0,115500.0
2018-08-06,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,142.0,0.0,59243.0
2018-08-06,Dr,Apartment  EMI,Payment,143.0,0.0,25000.0
2018-08-06,Dr,Office  Expenses,Payment,144.0,0.0,5000.0
2018-08-07,Dr,Travelling  Expenses,Payment,145.0,0.0,110911.0
2018-08-07,Dr,Electricity  /  Water  &  Utility  Charges,Payment,146.0,0.0,5344.0
2018-08-08,Dr,Telephone  and  Internet  Expenses,Payment,147.0,0.0,1000.0
2018-08-09,Dr,Rates  &  Taxes,Payment,148.0,0.0,2124.0
2018-08-10,Cr,Millennium  Info  Tech  Inc,Receipt,74.0,473680.0,516.06
2018-08-11,Dr,Travelling  Expenses,Payment,149.0,0.0,133883.0
2018-08-13,Dr,Salary  Payable,Payment,150.0,0.0,2687451.0
2018-08-13,Dr,Employee  Contribution  to  Provident  Fund,Payment,151.0,0.0,347399.0
2018-08-13,Dr,Employee  Contribution  to  ESI,Payment,152.0,0.0,50443.0
2018-08-13,Dr,Credit  Card  Payout,Payment,153.0,0.0,25000.0
2018-08-13,Dr,Office  Expenses,Payment,154.0,0.0,25000.0
2018-08-13,Dr,Travelling  Expenses,Payment,155.0,0.0,12100.0
2018-08-14,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,75.0,419759.88,0.0
2018-08-15,Dr,Electricity  /  Water  &  Utility  Charges,Payment,156.0,0.0,8538.0
2018-08-15,Dr,Telephone  and  Internet  Expenses,Payment,157.0,0.0,1380.99
2018-08-16,Dr,Electronic  Cash  Ledger,Payment,158.0,0.0,500000.0
2018-08-16,Dr,Samruddhi  Facility  Management  &  Services,Payment,159.0,0.0,33123.0
2018-08-16,Dr,Computers,Payment,160.0,0.0,45000.0
2018-08-17,Cr,Disys  India  Pvt.Ltd,Receipt,76.0,67355.0,0.0
2018-08-17,Dr,Electronic  Cash  Ledger,Payment,161.0,0.0,278825.0
2018-08-18,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,77.0,992729.0,0.0
2018-08-20,Dr,General  Drawings,Payment,162.0,0.0,45000.0
2018-08-20,Dr,Salary  Payable,Payment,163.0,0.0,3672.0
2018-08-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,164.0,0.0,3730.0
2018-08-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,165.0,0.0,20000.0
2018-08-20,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,78.0,57420.06,0.0
2018-08-24,Cr,The  Math  Company  Pvt  Ltd,Receipt,79.0,345949.0,0.0
2018-08-24,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,80.0,152280.0,0.0
2018-08-27,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,81.0,94064.46,0.0
2018-08-27,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,82.0,141121.68,0.0
2018-08-27,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,83.0,163003.0,0.0
2018-08-30,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,84.0,389735.88,0.0
2018-08-31,Cr,Collabera  Technologies  Private  Limited,Receipt,85.0,37026.9,0.0
2018-08-31,Dr,General  Drawings,Payment,166.0,0.0,15000.0
2018-08-31,Dr,Credit  Card  Payout,Payment,167.0,0.0,45000.0
2018-08-31,Dr,General  Drawings,Payment,168.0,0.0,10000.0
2018-08-31,Dr,Interest  on  Overdraft,Payment,169.0,0.0,61.0
2018-09-01,Dr,Unsecured  Kotak  Loan,Payment,170.0,0.0,75613.0
2018-09-01,Cr,INTSOL  CONSULTANTS  PRIVATE  LIMITED,Receipt,86.0,129600.0,0.0
2018-09-03,Dr,Salary  Payable,Payment,171.0,0.0,2636278.0
2018-09-03,Dr,Capital  First  Ltd,Payment,172.0,0.0,55314.0
2018-09-04,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,87.0,521715.0,0.0
2018-09-04,Dr,Naukri.Com,Payment,173.0,0.0,29700.0
2018-09-04,Dr,Naukri.Com,Payment,174.0,0.0,9900.0
2018-09-04,Dr,Aurah  V  Solutions,Payment,175.0,0.0,59400.0
2018-09-06,Dr,Sridhar    New  Office  Rent,Payment,176.0,0.0,115500.0
2018-09-06,Dr,TDS  on  Salary  (192),Payment,177.0,0.0,97403.0
2018-09-06,Dr,Apartment  EMI,Payment,178.0,0.0,25000.0
2018-09-06,Dr,Apartment  EMI,Payment,179.0,0.0,18322.0
2018-09-06,Cr,Bank  Charges,Receipt,88.0,500.0,0.0
2018-09-06,Dr,General  Drawings,Payment,180.0,0.0,5000.0
2018-09-07,Dr,Office  Expenses,Payment,181.0,0.0,1000.0
2018-09-08,Dr,Subscription  Charges,Payment,182.0,0.0,600.0
2018-09-08,Dr,General  Drawings,Payment,183.0,0.0,8000.0
2018-09-09,Dr,Computers,Payment,184.0,0.0,53478.0
2018-09-10,Dr,Tuition  Fee,Payment,185.0,0.0,15500.0
2018-09-10,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,89.0,81000.0,0.0
2018-09-11,Dr,Telephone  and  Internet  Expenses,Payment,186.0,0.0,1120.0
2018-09-11,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,187.0,0.0,59243.0
2018-09-11,Dr,Shankar  Radhakrishnan,Payment,188.0,0.0,90000.0
2018-09-11,Dr,Utkrusht  Software  Technologies  Pvt  Ltd,Payment,189.0,0.0,35640.0
2018-09-11,Cr,Covalence  Technologies  -  1ZA,Receipt,90.0,178200.0,0.0
2018-09-11,Dr,Office  Expenses,Payment,190.0,0.0,2000.0
2018-09-11,Dr,General  Drawings,Payment,191.0,0.0,10000.0
2018-09-12,Dr,Salary  Payable,Payment,192.0,0.0,3427.0
2018-09-12,Cr,Collabera  Technologies  Private  Limited,Receipt,91.0,2073374.24,0.0
2018-09-12,Dr,Employee  Contribution  to  Provident  Fund,Payment,193.0,0.0,369711.0
2018-09-13,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,92.0,38323.12,0.0
2018-09-14,Cr,Disys  India  Pvt.Ltd,Receipt,93.0,60387.0,0.0
2018-09-14,Dr,Employee  Contribution  to  ESI,Payment,194.0,0.0,60408.0
2018-09-14,Dr,General  Drawings,Payment,195.0,0.0,40000.0
2018-09-14,Cr,RPS  Consulting  Private  Limited,Receipt,94.0,126810.0,0.0
2018-09-14,Cr,Tibil  Computer  Solutions  Pvt  Ltd,Receipt,95.0,43200.0,0.0
2018-09-15,Dr,Telephone  and  Internet  Expenses,Payment,196.0,0.0,1249.62
2018-09-15,Dr,General  Drawings,Payment,197.0,0.0,60000.0
2018-09-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,198.0,0.0,8358.0
2018-09-17,Dr,General  Drawings,Payment,199.0,0.0,100000.0
2018-09-18,Dr,General  Drawings,Payment,200.0,0.0,67000.0
2018-09-18,Dr,Electronic  Cash  Ledger,Payment,201.0,0.0,500000.0
2018-09-19,Dr,Electricity  /  Water  &  Utility  Charges,Payment,202.0,0.0,3664.0
2018-09-19,Dr,Telephone  and  Internet  Expenses,Payment,203.0,0.0,21193.0
2018-09-19,Dr,Petty  Cash  -  Expenses,Payment,204.0,0.0,20000.0
2018-09-19,Dr,Electronic  Cash  Ledger,Payment,205.0,0.0,219384.0
2018-09-21,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,96.0,94064.46,0.0
2018-09-23,Cr,The  Math  Company  Pvt  Ltd,Receipt,97.0,141300.0,0.0
2018-09-25,Dr,General  Drawings,Payment,206.0,0.0,5000.0
2018-09-25,Dr,Samruddhi  Facility  Management  &  Services,Payment,207.0,0.0,33123.0
2018-09-25,Dr,GM  &  Associates,Payment,208.0,0.0,20000.0
2018-09-26,Dr,Office  Expenses,Payment,209.0,0.0,2000.0
2018-09-26,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,98.0,59400.0,0.0
2018-09-27,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,99.0,368244.06,0.0
2018-09-28,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,100.0,152419.0,0.0
2018-09-28,Dr,Foreign  Exchange  Gain/Loss,Payment,210.0,0.0,879.18
2018-09-28,Cr,Millennium  Info  Tech  Inc,Receipt,101.0,876865.78,0.0
2018-09-28,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,102.0,32574.0,0.0
2018-09-28,Dr,Travelling  Expenses,Payment,211.0,0.0,3257.0
2018-09-29,Dr,Travelling  Expenses,Payment,212.0,0.0,4124.0
2018-09-30,Dr,Office  Expenses,Payment,213.0,0.0,2203.0
2018-09-30,Dr,Interest  on  Overdraft,Payment,214.0,0.0,1426.0
2018-10-01,Dr,General  Drawings,Payment,215.0,0.0,20000.0
2018-10-01,Dr,General  Drawings,Payment,216.0,0.0,16000.0
2018-10-01,Dr,Credit  Card  Payout,Payment,217.0,0.0,50000.0
2018-10-01,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,103.0,195409.3,0.0
2018-10-01,Cr,Office  Expenses,Receipt,104.0,15.0,0.0
2018-10-02,Dr,Subscription  Charges,Payment,218.0,0.0,700.0
2018-10-03,Dr,Capital  First  Ltd,Payment,219.0,0.0,55314.0
2018-10-04,Cr,Collabera  Technologies  Private  Limited,Receipt,105.0,53464.9,0.0
2018-10-04,Dr,Salary  Payable,Payment,220.0,0.0,4203.0
2018-10-04,Dr,Salary  Payable,Payment,221.0,0.0,27200.0
2018-10-04,Dr,Salary  Payable,Payment,222.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,223.0,0.0,13024.0
2018-10-04,Dr,Salary  Payable,Payment,224.0,0.0,36560.0
2018-10-04,Dr,Salary  Payable,Payment,225.0,0.0,41200.0
2018-10-04,Dr,Salary  Payable,Payment,226.0,0.0,44285.0
2018-10-04,Dr,Salary  Payable,Payment,227.0,0.0,26200.0
2018-10-04,Dr,Salary  Payable,Payment,228.0,0.0,24278.0
2018-10-04,Dr,Salary  Payable,Payment,229.0,0.0,37148.0
2018-10-04,Dr,Salary  Payable,Payment,230.0,0.0,37200.0
2018-10-04,Dr,Salary  Payable,Payment,231.0,0.0,31138.0
2018-10-04,Dr,Salary  Payable,Payment,232.0,0.0,36200.0
2018-10-04,Dr,Salary  Payable,Payment,233.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,234.0,0.0,16923.0
2018-10-04,Dr,Salary  Payable,Payment,235.0,0.0,21200.0
2018-10-04,Dr,Salary  Payable,Payment,236.0,0.0,12448.0
2018-10-04,Dr,Salary  Payable,Payment,237.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,238.0,0.0,26200.0
2018-10-04,Dr,Salary  Payable,Payment,239.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,240.0,0.0,14689.0
2018-10-04,Dr,Salary  Payable,Payment,241.0,0.0,22450.0
2018-10-04,Dr,Salary  Payable,Payment,242.0,0.0,12448.0
2018-10-04,Dr,Salary  Payable,Payment,243.0,0.0,35870.0
2018-10-04,Dr,Salary  Payable,Payment,244.0,0.0,41166.0
2018-10-04,Dr,Salary  Payable,Payment,245.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,246.0,0.0,21200.0
2018-10-04,Dr,Salary  Payable,Payment,247.0,0.0,16923.0
2018-10-04,Dr,Salary  Payable,Payment,248.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,249.0,0.0,12448.0
2018-10-04,Dr,Salary  Payable,Payment,250.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,251.0,0.0,43172.0
2018-10-04,Dr,Salary  Payable,Payment,252.0,0.0,17905.0
2018-10-04,Dr,Salary  Payable,Payment,253.0,0.0,36200.0
2018-10-04,Dr,Salary  Payable,Payment,254.0,0.0,36119.0
2018-10-04,Dr,Salary  Payable,Payment,255.0,0.0,41200.0
2018-10-04,Dr,Salary  Payable,Payment,256.0,0.0,5380.0
2018-10-04,Dr,Salary  Payable,Payment,257.0,0.0,20794.0
2018-10-04,Dr,Salary  Payable,Payment,258.0,0.0,16923.0
2018-10-04,Dr,Salary  Payable,Payment,259.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,260.0,0.0,15940.0
2018-10-04,Dr,Salary  Payable,Payment,261.0,0.0,38700.0
2018-10-04,Dr,Salary  Payable,Payment,262.0,0.0,12188.0
2018-10-04,Dr,Salary  Payable,Payment,263.0,0.0,14426.0
2018-10-04,Dr,Salary  Payable,Payment,264.0,0.0,16929.0
2018-10-04,Dr,Salary  Payable,Payment,265.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,266.0,0.0,9114.0
2018-10-04,Dr,Salary  Payable,Payment,267.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,268.0,0.0,20426.0
2018-10-04,Dr,Salary  Payable,Payment,269.0,0.0,16923.0
2018-10-04,Dr,Salary  Payable,Payment,270.0,0.0,15940.0
2018-10-04,Dr,Salary  Payable,Payment,271.0,0.0,71890.0
2018-10-04,Dr,Salary  Payable,Payment,272.0,0.0,16923.0
2018-10-04,Dr,Salary  Payable,Payment,273.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,274.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,275.0,0.0,24724.0
2018-10-04,Dr,Salary  Payable,Payment,276.0,0.0,41113.0
2018-10-04,Dr,Salary  Payable,Payment,277.0,0.0,37762.0
2018-10-04,Dr,Salary  Payable,Payment,278.0,0.0,13916.0
2018-10-04,Dr,Salary  Payable,Payment,279.0,0.0,15940.0
2018-10-04,Dr,Salary  Payable,Payment,280.0,0.0,50802.0
2018-10-04,Dr,Salary  Payable,Payment,281.0,0.0,51398.0
2018-10-04,Dr,Salary  Payable,Payment,282.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,283.0,0.0,18374.0
2018-10-04,Dr,Salary  Payable,Payment,284.0,0.0,12708.0
2018-10-04,Dr,Salary  Payable,Payment,285.0,0.0,42534.0
2018-10-04,Dr,Salary  Payable,Payment,286.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,287.0,0.0,90998.0
2018-10-04,Dr,Salary  Payable,Payment,288.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,289.0,0.0,22200.0
2018-10-04,Dr,Salary  Payable,Payment,290.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,291.0,0.0,21200.0
2018-10-04,Dr,Salary  Payable,Payment,292.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,293.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,294.0,0.0,76082.0
2018-10-04,Dr,Salary  Payable,Payment,295.0,0.0,3795.0
2018-10-04,Dr,Salary  Payable,Payment,296.0,0.0,21200.0
2018-10-04,Dr,Salary  Payable,Payment,297.0,0.0,27200.0
2018-10-04,Dr,Salary  Payable,Payment,298.0,0.0,21200.0
2018-10-04,Dr,Salary  Payable,Payment,299.0,0.0,15940.0
2018-10-04,Dr,Salary  Payable,Payment,300.0,0.0,31200.0
2018-10-04,Dr,Salary  Payable,Payment,301.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,302.0,0.0,12299.0
2018-10-04,Dr,Salary  Payable,Payment,303.0,0.0,7083.0
2018-10-04,Dr,Salary  Payable,Payment,304.0,0.0,46200.0
2018-10-04,Dr,Salary  Payable,Payment,305.0,0.0,45016.0
2018-10-04,Dr,Salary  Payable,Payment,306.0,0.0,7337.0
2018-10-04,Dr,Salary  Payable,Payment,307.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,308.0,0.0,7083.0
2018-10-04,Dr,Salary  Payable,Payment,309.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,310.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,311.0,0.0,18829.0
2018-10-04,Dr,Salary  Payable,Payment,312.0,0.0,85025.0
2018-10-04,Dr,Salary  Payable,Payment,313.0,0.0,32033.0
2018-10-04,Dr,Salary  Payable,Payment,314.0,0.0,100562.0
2018-10-04,Dr,Salary  Payable,Payment,315.0,0.0,28200.0
2018-10-04,Dr,Salary  Payable,Payment,316.0,0.0,6071.0
2018-10-04,Dr,Salary  Payable,Payment,317.0,0.0,6831.0
2018-10-04,Dr,Salary  Payable,Payment,318.0,0.0,7337.0
2018-10-04,Dr,Salary  Payable,Payment,319.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,320.0,0.0,38700.0
2018-10-04,Dr,Salary  Payable,Payment,321.0,0.0,22440.0
2018-10-04,Dr,Salary  Payable,Payment,322.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,323.0,0.0,5188.0
2018-10-04,Dr,Salary  Payable,Payment,324.0,0.0,13288.0
2018-10-04,Dr,Salary  Payable,Payment,325.0,0.0,7590.0
2018-10-04,Dr,Salary  Payable,Payment,326.0,0.0,6324.0
2018-10-04,Dr,Salary  Payable,Payment,327.0,0.0,5566.0
2018-10-04,Dr,Salary  Payable,Payment,328.0,0.0,3542.0
2018-10-04,Dr,Salary  Payable,Payment,329.0,0.0,5818.0
2018-10-04,Dr,Salary  Payable,Payment,330.0,0.0,5818.0
2018-10-04,Dr,Salary  Payable,Payment,331.0,0.0,3932.0
2018-10-04,Dr,Salary  Payable,Payment,332.0,0.0,47512.0
